"UKBOTA Reference","Bunker Name","Type","Area","Latitude","Longitude","OSGR","WAB","Nearest Postcode","Maidenhead"
"B/G-1122","1950s War Room Reading - Region 6","Civil Defence","Berkshire","51.438918","-0.93457","SU 7415 7164","SU77","RG6 6EU","IO91MK"
"B/G-1123","1950s War Room Tunbridge Wells - Region 12","Civil Defence","Kent","51.125794","0.279173","TQ 5958 3874","TQ53","TN2 5FE","JO01DD"
"B/G-1124","1960s SRHQ - South East - Region 12 - Dover (tunnels)","Civil Defence","Kent","51.126451","1.322443","TR 3257 4160","TR34","CT16 1LX","JO01PD"
"B/G-1125","1960s SRHQ - South East - Region 5 - Guildford","Civil Defence","Surrey","51.254954","-0.589927","SU 9849 5158","SU95","GU2 9PR","IO91QG"
"B/G-1126","1960s SRHQ Eastern - Region 4 - Bawburgh","Civil Defence","Norfolk","52.626561","1.197407","TG 1650 8000","TG18","NR26 8JU","JO02OP"
"B/G-1127","1960s SRHQ Eastern - Region 4 - Hertford","Civil Defence","Hertfordshire","51.793666","0.080131","TL 3250 1230","TL31","SG13 8EB","JO01AT"
"B/G-1128","1960s SRHQ London - Region 5 - Kelvedon Hatch","Civil Defence","Essex","51.6709","0.26202","TQ 5610 9950","TQ59","CM14 5TL","JO01DQ"
"B/G-1129","1960s SRHQ Midlands - Region 9 - Drakelow","Civil Defence","Worcestershire","52.423987","-2.266125","SO 8200 8070","SO88","DY11 5RZ","IO82UK"
"B/G-1130","1960s SRHQ Midlands - Region 9 - Swynnerton","Civil Defence","Staffordshire","52.896019","-2.231848","SJ 8450 3320","SJ83","ST15 0UD","IO82VV"
"B/G-1131","1960s SRHQ North - Region 1 (Hexham)","Civil Defence","Northumberland","54.974174","-2.098389","NY 9370 6440","NY96","NE46 3BS","IO84WX"
"B/G-1132","1960s SRHQ North - Region 1 (Shipton)","Civil Defence","North Yorkshire","54.049323","-1.173673","SE 5420 6180","SE56","YO30 1BB","IO94JB"
"B/G-1133","1960s SRHQ North East - Region 2 - Conisbrough","Civil Defence","South Yorkshire","53.468357","-1.261824","SK 4910 9710","SK49","DN12 2BA","IO93IL"
"B/G-1134","1960s SRHQ North Midlands - Region 3 - Loughborough","Civil Defence","Leicestershire","52.781219","-1.2002","SK 5404 2070","SK52","LE11 1NY","IO92JS"
"B/G-1135","1960s SRHQ North Midlands - Region 3- Skendleby","Civil Defence","Lincolnshire","53.214726","0.156553","TF 4410 7080","TF47","LN13 0AF","JO03BF"
"B/G-1136","1960s SRHQ North West - Region 10 - Southport","Civil Defence","Merseyside","53.648908","-3.001463","SD 3390 1740","SD31","PR9 0NS","IO83LP"
"B/G-1137","1960s SRHQ South West - Region 7 - Hope Cove","Civil Defence","Devon","50.222633","-3.801292","SX 7160 3740","SX73","TQ7 3DR","IO80CF"
"B/G-1138","1960s SRHQ South West - Region 7 - Ullenwood","Civil Defence","Gloucestershire","51.855152","-2.094329","SO 9360 1740","SO91","GL53 9QB","IO81WU"
"B/G-1139","1960s SRHQ Southern - Region 6 - Warren Row","Civil Defence","Berkshire","51.518451","-0.826798","SU 8150 8060","SU88","RG10 8QX","IO91OM"
"B/G-1140","1980s RGHQ - North West - Region 10 - Hack Green","Civil Defence","Cheshire","53.02723","-2.5305","SJ 6470 4830","SJ64","CW5 8AL","IO83RA"
"B/G-1141","1980s RGHQ - South East - Basingstoke","Civil Defence","Hampshire","51.267181","-1.085481","SU 6390 5240","SU65","RG21 7TR","IO91KG"
"B/G-1142","1980s RGHQ - South East - Crowborough","Civil Defence","East Sussex","51.0432","0.104092","TQ 4760 2920","TQ42","TN22 3JJ","JO01BB"
"B/G-1143","1980s RGHQ - South West - Region 7 - Bolt Head","Civil Defence","Devon","50.222633","-3.801292","SX 7160 3740","SX73","TQ7 3DR","IO80CF"
"B/G-1144","1980s RGHQ - South West - Region 7 - Chilmark","Civil Defence","Wiltshire","51.069329","-2.022785","ST 9850 3000","ST93","SP3 5RW","IO81XB"
"B/G-1145","1980s RGHQ - South West - Region 7 - Ullenwood","Civil Defence","Gloucestershire","51.855152","-2.094329","SO 9360 1740","SO91","GL53 9QB","IO81WU"
"B/G-1146","ROTOR Radar - Bawburgh (WRK)","ROTOR Radar site","Norfolk","52.626561","1.197407","TG 1650 0800","TG10","NR9 3LG","JO02OP"
"B/G-1147","ROTOR Radar - Bawdsey (PKD)","ROTOR Radar site","Suffolk","51.998005","1.41759","TM 3470 3880","TM33","IP12 3AT","JO01RX"
"B/G-1148","ROTOR Radar - Beachy Head (HEB)","ROTOR Radar site","East Sussex","50.740946","0.252098","TV 5900 9590","TV59","BN20 7YA","JO00DR"
"B/G-1149","ROTOR Radar - Bempton (RMF)","ROTOR Radar site","East Riding of Yorkshire","54.14441","-0.17666","TA 1920 7360","TA17","YO15 1JF","IO94VD"
"B/G-1150","ROTOR Radar - Boulmer (EZS)","ROTOR Radar site","Northumberland","55.405852","-1.622542","NU 2400 1250","NU21","NE66 3AS","IO95EJ"
"B/G-1151","ROTOR Radar - Box (XOB)","ROTOR Radar site","Wiltshire","51.419812","-2.217103","ST 8500 6900","ST86","SN13 9GB","IO81VK"
"B/G-1152","ROTOR Radar - Calvo (CAL)","ROTOR Radar site","Cumbria","54.877904","-3.335639","NY 1440 5450","NY15","CA7 4PJ","IO84HV"
"B/G-1153","ROTOR Radar - Charmy Down (CHA)","ROTOR Radar site","Somerset","51.430323","-2.335104","ST 7680 7020","ST77","BA1 8HE","IO81TK"
"B/G-1154","ROTOR Radar - Chenies (HAM)","ROTOR Radar site","Hertfordshire","51.686893","-0.533124","TQ 0150 9970","TQ09","HP5 1XB","IO91RQ"
"B/G-1155","ROTOR Radar - Cold Hesledon (IDW)","ROTOR Radar site","County Durham","54.81433","-1.352649","NZ 4170 4680","NZ44","SR7 8RL","IO94HT"
"B/G-1156","ROTOR Radar - Comberton (COB)","ROTOR Radar site","Worcestershire","52.113214","-2.048144","SO 9680 4610","SO94","WR10 3PB","IO82XC"
"B/G-1157","ROTOR Radar - Fairlight (GWB)","ROTOR Radar site","East Sussex","50.871207","0.644995","TQ 8620 1130","TQ81","TN35 4AD","JO00HU"
"B/G-1158","ROTOR Radar - Foreness (WJW)","ROTOR Radar site","Kent","51.387892","1.426528","TR 3850 7100","TR37","CT9 3JB","JO01RJ"
"B/G-1159","ROTOR Radar - Goldsborough (JEX)","ROTOR Radar site","North Yorkshire","54.512719","-0.719492","NZ 8300 1380","NZ81","YO21 3RZ","IO94PM"
"B/G-1160","ROTOR Radar - Hack Green (HAK)","ROTOR Radar site","Cheshire","53.030811","-2.527811","SJ 6470 4830","SJ64","CW5 8AL","IO83RA"
"B/G-1161","ROTOR Radar - Hartland Point (HAT)","ROTOR Radar site","Devon","51.021571","-4.515119","SS 2370 2770","SS22","EX39 6AU","IO71RA"
"B/G-1162","ROTOR Radar - Holmpton (VQJ)","ROTOR Radar site","East Riding of Yorkshire","53.681083","0.068255","TA 3670 2250","TA32","HU19 2RG","JO03AQ"
"B/G-1163","ROTOR Radar - Hope Cove (HOP)","ROTOR Radar site","Devon","50.222633","-3.801292","SX 7160 3740","SX73","TQ7 3DR","IO80CF"
"B/G-1164","ROTOR Radar - Hopton (TOH)","ROTOR Radar site","Suffolk","52.529595","1.743393","TM 5400 9900","TM59","NR32 5LQ","JO02UM"
"B/G-1165","ROTOR Radar - Kelvedon Hatch (XSL)","ROTOR Radar site","Essex","51.6709","0.26202","TQ 5610 9950","TQ59","CM14 5TL","JO01DQ"
"B/G-1166","ROTOR Radar - Langtoft (LAT)","ROTOR Radar site","Lincolnshire","52.701462","-0.292142","TF 1550 1290","TF11","PE6 9QF","IO92UQ"
"B/G-1167","ROTOR Radar - Longley Lane (LOA)","ROTOR Radar site","Lancashire","53.822733","-2.698742","SD 5410 3650","SD53","PR3 2JQ","IO83PT"
"B/G-1168","ROTOR Radar - Neatishead (BWP)","ROTOR Radar site","Norfolk","52.71237","1.471724","TG 3460 1840","TG31","NR12 8YB","JO02RR"
"B/G-1169","ROTOR Radar - Portland (NIB)","ROTOR Radar site","Dorset","50.560456","-2.430541","SY 6960 7350","SY67","DT5 1FR","IO80SN"
"B/G-1170","ROTOR Radar - Sandwich (YTM)","ROTOR Radar site","Kent","51.269192","1.300102","TR 3030 5740","TR35","CT13 0PQ","JO01PG"
"B/G-1171","ROTOR Radar - Seaton Snook (DYR)","ROTOR Radar site","County Durham","54.644449","-1.197292","NZ 5190 2800","NZ52","TS25 2BU","IO94JP"
"B/G-1172","ROTOR Radar - Shipton (KFY)","ROTOR Radar site","North Yorkshire","54.049323","-1.173673","SE 5420 6180","SE56","YO30 1BB","IO94JB"
"B/G-1173","ROTOR Radar - Skendleby (UPI)","ROTOR Radar site","Lincolnshire","53.215705","0.152108","TF 4380 7090","TF47","LN13 0AF","JO03BF"
"B/G-1174","ROTOR Radar - Sopley (AVO)","ROTOR Radar site","Hampshire","50.778652","-1.770177","SZ 1630 9770","SZ19","BH23 8ET","IO90CS"
"B/G-1175","ROTOR Radar - St Annes (SAN)","ROTOR Radar site","Lancashire","53.76495","-2.990569","SD 3480 3030","SD33","FY8 4NU","IO83MS"
"B/G-1176","ROTOR Radar - St Margarets (AGC)","ROTOR Radar site","Kent","51.156041","1.387852","TR 3700 4510","TR34","CT15 6DE","JO01QD"
"B/G-1178","ROTOR Radar - Treleaver (TEL)","ROTOR Radar site","Cornwall","50.014774","-5.119664","SW 7660 1740","SW71","TR12 6SE","IO70KA"
"B/G-1179","ROTOR Radar - Trimingham (QLE)","ROTOR Radar site","Norfolk","52.895137","1.403046","TG 2900 3850","TG23","NR11 8DY","JO02QV"
"B/G-1180","ROTOR Radar - Truleigh Hill (SNG)","ROTOR Radar site","West Sussex","50.884634","-0.261333","TQ 2240 1090","TQ21","BN43 5FB","IO90UV"
"B/G-1181","ROTOR Radar - Ventnor (OJC)","ROTOR Radar site","Isle of Wight","50.602594","-1.202988","SZ 5650 7840","SZ57","PO38 1DU","IO90JO"
"B/G-1182","ROTOR Radar - Wartling (ZUN)","ROTOR Radar site","East Sussex","50.854838","0.359884","TQ 6620 0880","TQ60","BN27 1SA","JO00EU"
"B/G-1183","BBC Broadcasting House Stronghold","Utility Bunker","Greater London","51.519218","-0.144394","TQ 2880 8160","TQ28","W1G 9LQ","IO91WM"
"B/G-1184","Harpenden Air Raid Shelters","WW2","Hertfordshire","51.816718","-0.357092","TL 1334 1439","TL11","AL5 2SD","IO91TT"
"B/G-1185","The Grove Air Raid Shelters","WW2","Hertfordshire","51.678945","-0.443015","TQ 0775 9895","TQ09","WD3 4TG","IO91SQ"
"B/G-1186","Western Approaches Museum","WW2","Merseyside","53.40743","-2.99327","SJ 3406 9052","SJ39","L2 8SZ","IO83MJ"
"B/G-1187","Wilton Park HQ - WW2 Eastern Command","WW2","Buckinghamshire","51.602677","-0.615431","SU 9598 9022","SU99","HP9 2EG","IO91QO"
"B/G-1188","WW2 Fighter Comd HQ - Battle of Britain Bunker (Uxbridge)","WW2","Greater London","51.540633","-0.464526","TQ 0658 8353","TQ08","UB10 0GG","IO91SM"
"B/G-1189","Airbattle HQ - Atcham","WW2 Airbattle HQ","Shropshire","52.685406","-2.626004","SJ 5778 0993","SJ50","SY4 4UL","IO82QQ"
"B/G-1190","Airbattle HQ - Acaster Malbis","WW2 Airbattle HQ","North Yorkshire","53.887348","-1.121489","SE 5784 4382","SE54","YO23 2PY","IO93KV"
"B/G-1191","Airbattle HQ - Akeman Street","WW2 Airbattle HQ","Oxfordshire","51.823443","-1.515348","SP 3350 1398","SP31","OX29 9XY","IO91FT"
"B/G-1192","Airbattle HQ - Alconbury","WW2 Airbattle HQ","Cambridgeshire","52.373399","-0.220063","TL 2127 7653","TL27","PE28 4PP","IO92VI"
"B/G-1193","Airbattle HQ - Alton Barnes","WW2 Airbattle HQ","Wiltshire","51.361212","-1.858192","SU 0997 6247","SU06","SN8 4LB","IO91BI"
"B/G-1194","Airbattle HQ - Ashbourne","WW2 Airbattle HQ","Derbyshire","53.010568","-1.699046","SK 2029 4596","SK24","DE6 1LL","IO93DA"
"B/G-1195","Airbattle HQ - Attlebridge","WW2 Airbattle HQ","Norfolk","52.687577","1.114844","TG 1062 1454","TG11","NR9 5LB","JO02NQ"
"B/G-1196","Airbattle HQ - Baginton","WW2 Airbattle HQ","Warwickshire","52.365323","-1.497254","SP 3433 7426","SP37","CV8 3LB","IO92GI"
"B/G-1197","Airbattle HQ - Balderton","WW2 Airbattle HQ","Nottinghamshire","53.035977","-0.771269","SK 8249 4945","SK84","NG24 3JW","IO93OA"
"B/G-1198","Airbattle HQ - Bardney","WW2 Airbattle HQ","Lincolnshire","53.227777","-0.281158","TF 1484 7146","TF17","LN3 5TP","IO93UF"
"B/G-1199","Airbattle HQ - Barford St John","WW2 Airbattle HQ","Oxfordshire","52.002703","-1.36046","SP 4400 3400","SP43","OX15 0PP","IO92HA"
