"UKBOTA Reference","Bunker Name","Type","Area","Latitude","Longitude","OSGR","WAB","Nearest Postcode","Maidenhead"
"B/G-0037","ROC Post Benwick","ROC Bunker","Cambridgeshire","52.480728","-0.031212","TL 3380 8880","TL38","PE26 2XT","IO92XL"
"B/G-0038","ROC Post March","ROC Bunker","Cambridgeshire","52.534308","0.069383","TL 4046 9495","TL49","PE15 9QD","JO02AM"
"B/G-0039","ROC Post Willingham","ROC Bunker","Cambridgeshire","52.2655","0.067101","TL 4116 6505","TL46","CB24 3AT","JO02AG"
"B/G-0040","ROC Post Harston","ROC Bunker","Cambridgeshire","52.129574","0.090901","TL 4322 4998","TL44","CB22 7NZ","JO02BD"
"B/G-0041","ROC Post Sutton Master Post","ROC Bunker","Cambridgeshire","52.38099","0.115838","TL 4411 7799","TL47","CB6 2PD","JO02BJ"
"B/G-0042","ROC Post Manea","ROC Bunker","Cambridgeshire","52.478126","0.168945","TL 4740 8890","TL48","PE15 0US","JO02CL"
"B/G-0043","ROC Post Cherry Hinton","ROC Bunker","Cambridgeshire","52.169303","0.181091","TL 4926 5458","TL45","CB21 5EQ","JO02CE"
"B/G-0044","ROC Post Stretham","ROC Bunker","Cambridgeshire","52.351586","0.218837","TL 5122 7493","TL57","CB6 3JH","JO02CI"
"B/G-0045","ROC Post Linton","ROC Bunker","Cambridgeshire","52.095027","0.266962","TL 5539 4650","TL54","CB21 4NW","JO02DC"
"B/G-0046","ROC Post Bottisham","ROC Bunker","Cambridgeshire","52.236702","0.28311","TL 5600 6229","TL56","CB25 0LU","JO02DF"
"B/G-0047","ROC Post Littleport","ROC Bunker","Cambridgeshire","52.442753","0.299343","TL 5638 8524","TL58","CB6 1HP","JO02DK"
"B/G-0048","ROC Post Fordham","ROC Bunker","Cambridgeshire","52.371072","0.350415","TL 6011 7738","TL67","CB7 5UG","JO02EI"
"B/G-0049","ROC Post Caldy","ROC Bunker","Merseyside","53.381096","-3.145354","SJ 2391 8775","SJ28","CH48 1PQ","IO83KJ"
"B/G-0050","ROC Post Neston","ROC Bunker","Merseyside","53.309068","-3.02981","SJ 3148 7962","SJ37","CH63 4JJ","IO83LH"
"B/G-0051","ROC Post Saughall","ROC Bunker","Cheshire","53.217051","-2.950174","SJ 3665 6931","SJ36","CH1 6AG","IO83MF"
"B/G-0052","ROC Post Aldford","ROC Bunker","Cheshire","53.121552","-2.872305","SJ 4172 5862","SJ45","CH3 6HT","IO83NC"
"B/G-0053","ROC Post Helsby Master Post","ROC Bunker","Cheshire","53.273502","-2.762629","SJ 4924 7544","SJ47","WA6 9PL","IO83OG"
"B/G-0054","ROC Post Malpas","ROC Bunker","Cheshire","53.026438","-2.755131","SJ 4945 4795","SJ44","SY14 8DQ","IO83OA"
"B/G-0055","ROC Post Tarporley","ROC Bunker","Cheshire","53.169851","-2.69018","SJ 5396 6386","SJ56","CW6 0EF","IO83PE"
"B/G-0056","ROC Post Preston on the Hill","ROC Bunker","Cheshire","53.332261","-2.645649","SJ 5710 8190","SJ58","WA4 4BS","IO83QH"
"B/G-0057","ROC Post Faddiley","ROC Bunker","Cheshire","53.073797","-2.617445","SJ 5873 5313","SJ55","CW5 8JE","IO83QB"
"B/G-0058","ROC Post Audlem","ROC Bunker","Cheshire","52.99989","-2.506573","SJ 6610 4485","SJ64","CW3 0HF","IO82RX"
"B/G-0059","ROC Post Northwich","ROC Bunker","Cheshire","53.246253","-2.491795","SJ 6728 7225","SJ67","CW9 7NY","IO83SF"
"B/G-0060","ROC Post Middlewich","ROC Bunker","Cheshire","53.19289","-2.437751","SJ 7085 6629","SJ76","CW10 0HU","IO83SE"
"B/G-0061","ROC Post Altrincham","ROC Bunker","Greater Manchester","53.395164","-2.430501","SJ 7147 8879","SJ78","WA13 9UT","IO83SJ"
"B/G-0062","ROC Post Crewe","ROC Bunker","Cheshire","53.065233","-2.41616","SJ 7221 5208","SJ75","CW2 5LX","IO83TB"
"B/G-0063","ROC Post Knutsford","ROC Bunker","Cheshire","53.311384","-2.379078","SJ 7484 7945","SJ77","WA16 6SZ","IO83TH"
"B/G-0064","ROC Post Sandbach","ROC Bunker","Cheshire","53.155323","-2.354672","SJ 7638 6208","SJ76","CW11 4TE","IO83TD"
"B/G-0065","ROC Post Macclesfield","ROC Bunker","Cheshire","53.25","-2.114012","SJ 9249 7256","SJ97","SK11 7HA","IO83WG"
"B/G-0066","ROC Post Poynton","ROC Bunker","Cheshire","53.340436","-2.10359","SJ 9320 8262","SJ98","SK12 1FR","IO83WI"
"B/G-0067","ROC Post Hyde","ROC Bunker","Greater Manchester","53.430169","-2.064979","SJ 9578 9260","SJ99","SK14 3AA","IO83XK"
"B/G-0068","ROC Post Kilkhampton Master Post","ROC Bunker","Cornwall","50.893746","-4.478217","SS 2581 1340","SS21","EX23 9RJ","IO70SV"
"B/G-0069","ROC Post Sennen","ROC Bunker","Cornwall","50.070999","-5.692357","SW 3589 2552","SW32","TR19 7AD","IO70DB"
"B/G-0070","ROC Post Madron Master Post","ROC Bunker","Cornwall","50.14646","-5.587007","SW 4383 3354","SW43","TR20 8NZ","IO70ED"
"B/G-0071","ROC Post St. Ives - Cornwall","ROC Bunker","Cornwall","50.189986","-5.47228","SW 5225 3799","SW53","TR26 3HP","IO70GE"
"B/G-0072","ROC Post Helston","ROC Bunker","Cornwall","50.098877","-5.289319","SW 6486 2727","SW62","TR13 0FD","IO70IC"
"B/G-0073","ROC Post Praze-An-Beeble","ROC Bunker","Cornwall","50.184069","-5.260707","SW 6732 3665","SW63","TR14 9JG","IO70IE"
"B/G-0074","ROC Post The Lizard","ROC Bunker","Cornwall","49.964873","-5.191327","SW 7123 1207","SW71","TR12 7AP","IN79JX"
"B/G-0075","ROC Post Constantine","ROC Bunker","Cornwall","50.124787","-5.192724","SW 7189 2985","SW72","TR11 5QF","IO70JC"
"B/G-0076","ROC Post St. Agnes","ROC Bunker","Cornwall","50.293924","-5.192245","SW 7273 4865","SW74","TR5 0PF","IO70JH"
"B/G-0077","ROC Post Penryn Master Post","ROC Bunker","Cornwall","50.175241","-5.140478","SW 7586 3530","SW73","TR10 9DH","IO70KE"
"B/G-0078","ROC Post Truro","ROC Bunker","Cornwall","50.252845","-5.053962","SW 8239 4367","SW84","TR1 2HN","IO70LG"
"B/G-0079","ROC Post Mitchell","ROC Bunker","Cornwall","50.343395","-5.034749","SW 8417 5368","SW85","TR4 9JD","IO70LI"
"B/G-0080","ROC Post Newquay","ROC Bunker","Cornwall","50.434927","-5.029477","SW 8496 6384","SW86","TR8 4AW","IO70LK"
"B/G-0081","ROC Post St Anthony-in-Meneage","ROC Bunker","Cornwall","50.153905","-4.998225","SW 8592 3251","SW83","TR2 5EY","IO70MD"
"B/G-0082","ROC Post Veryan","ROC Bunker","Cornwall","50.199912","-4.91548","SW 9203 3739","SW93","TR2 5PQ","IO70NE"
"B/G-0083","ROC Post St. Columb Major Master Post","ROC Bunker","Cornwall","50.42393","-4.924999","SW 9233 6232","SW96","TR9 6JS","IO70MK"
"B/G-0084","ROC Post Trebetherick","ROC Bunker","Cornwall","50.583971","-4.906678","SW 9430 8000","SW98","PL27 6QY","IO70NO"
"B/G-0085","ROC Post Nanpean","ROC Bunker","Cornwall","50.350782","-4.849229","SW 9705 5399","SW95","PL26 7TR","IO70NI"
"B/G-0086","ROC Post Mevagissey","ROC Bunker","Cornwall","50.247174","-4.797021","SX 0068 4232","SX04","PL26 6NS","IO70OF"
"B/G-0087","ROC Post Tintagel","ROC Bunker","Cornwall","50.662823","-4.759957","SX 0504 8843","SX08","PL34 0DL","IO70OP"
"B/G-0088","ROC Post Bodmin","ROC Bunker","Cornwall","50.464792","-4.724025","SX 0677 6632","SX06","PL31 1BH","IO70PL"
"B/G-0089","ROC Post St. Breward Master Post","ROC Bunker","Cornwall","50.566465","-4.687943","SX 0974 7753","SX07","PL30 4PP","IO70PN"
"B/G-0090","ROC Post Par","ROC Bunker","Cornwall","50.369105","-4.668893","SX 1030 5554","SX15","PL24 2UA","IO70PI"
"B/G-0091","ROC Post Otterham","ROC Bunker","Cornwall","50.666174","-4.622733","SX 1475 8845","SX18","PL35 0HS","IO70QP"
"B/G-0092","ROC Post Polperro","ROC Bunker","Cornwall","50.366883","-4.518576","SX 2098 5492","SX25","PL13 2PQ","IO70RI"
"B/G-0093","ROC Post Week St. Mary","ROC Bunker","Cornwall","50.757899","-4.505062","SX 2341 9836","SX29","EX22 6XF","IO70RS"
"B/G-0094","ROC Post Liskeard","ROC Bunker","Cornwall","50.455888","-4.457506","SX 2565 6467","SX26","PL14 3BS","IO70SK"
"B/G-0095","ROC Post Coad's Green","ROC Bunker","Cornwall","50.56661","-4.401551","SX 3002 7685","SX37","PL15 7LU","IO70TN"
"B/G-0096","ROC Post Downderry","ROC Bunker","Cornwall","50.367997","-4.371536","SX 3144 5470","SX35","PL11 3DJ","IO70TI"
"B/G-0097","ROC Post Launceston","ROC Bunker","Cornwall","50.632385","-4.356255","SX 3346 8406","SX38","PL15 9BQ","IO70TP"
"B/G-0098","ROC Post Callington","ROC Bunker","Cornwall","50.499088","-4.302372","SX 3681 6912","SX36","PL17 7PY","IO70UL"
"B/G-0099","ROC Post Saltash","ROC Bunker","Cornwall","50.406271","-4.25621","SX 3977 5870","SX35","PL12 4QH","IO70UJ"
"B/G-0100","ROC Post Millbrook Master Post","ROC Bunker","Cornwall","50.342687","-4.204283","SX 4325 5152","SX45","PL10 1LA","IO70VI"
"B/G-0101","ROC Post Wadebridge","ROC Bunker","Cornwall","50.509522","-4.894451","SW 9487 7175","SW97","PL27 7RQ","IO70NM"
"B/G-0103","ROC Post Sacriston Master Post","ROC Bunker","County Durham","54.826183","-1.6552872","NZ 2225 4798","NZ24","DH7 6TT","IO94ET"
"B/G-0104","ROC Post Stanhope","ROC Bunker","County Durham","54.760068","-2.015508","NY 9910 4057","NY94","DL13 2EW","IO84XS"
"B/G-0105","ROC Post Woodland","ROC Bunker","County Durham","54.614731","-1.92394","NZ 0501 2440","NZ02","DL13 5RU","IO94AO"
"B/G-0106","ROC Post Tow Law Master Post","ROC Bunker","County Durham","54.740751","-1.793079","NZ 1342 3844","NZ13","DL13 4NH","IO94CR"
"B/G-0107","ROC Post Tantobie","ROC Bunker","County Durham","54.88605","-1.73996","NZ 1678 5462","NZ15","DH9 9SH","IO94DV"
"B/G-0108","ROC Post Westerton","ROC Bunker","County Durham","54.675455","-1.621744","NZ 2449 3122","NZ23","DL16 7QD","IO94EQ"
"B/G-0109","ROC Post Springwell","ROC Bunker","Tyne and Wear","54.924968","-1.555903","NZ 2856 5901","NZ25","NE9 7YX","IO94FW"
"B/G-0110","ROC Post Sherburn Hill","ROC Bunker","County Durham","54.769938","-1.484547","NZ 3326 4179","NZ34","DH6 1QR","IO94GS"
"B/G-0111","ROC Post Sadberge","ROC Bunker","County Durham","54.543357","-1.478749","NZ 3382 1658","NZ31","DL2 1TW","IO94GN"
"B/G-0112","ROC Post Sedgefield","ROC Bunker","County Durham","54.665297","-1.436105","NZ 3647 3017","NZ33","TS21 3ED","IO94GP"
"B/G-0113","ROC Post Whitburn","ROC Bunker","Tyne and Wear","54.956749","-1.366447","NZ 4067 6264","NZ46","SR6 7LN","IO94HW"
"B/G-0114","ROC Post Wolviston","ROC Bunker","County Durham","54.608566","-1.30978","NZ 4468 2393","NZ42","TS22 5EB","IO94IO"
"B/G-0115","ROC Post Seaton Carew","ROC Bunker","County Durham","54.646187","-1.186148","NZ 5262 2820","NZ52","TS25 1DE","IO94JP"
"B/G-0116","ROC Post Wearhead","ROC Bunker","County Durham","54.743519","-2.227715","NY 8544 3875","NY83","DL13 1HL","IO84VR"
"B/G-0117","ROC Post Whitehaven","ROC Bunker","Cumbria","54.554969","-3.569225","NX 9861 1888","NX91","CA28 6SH","IO84FN"
"B/G-0118","ROC Post Workington","ROC Bunker","Cumbria","54.651845","-3.535136","NY 0105 2961","NY02","CA14 1DG","IO84FP"
"B/G-0119","ROC Post Seascale","ROC Bunker","Cumbria","54.401869","-3.486653","NY 0359 0173","NY00","CA20 1QN","IO84GJ"
"B/G-0120","ROC Post Allonby Master Post","ROC Bunker","Cumbria","54.773384","-3.422516","NY 0859 4298","NY04","CA15 6QB","IO84GS"
"B/G-0121","ROC Post Silloth","ROC Bunker","Cumbria","54.865772","-3.391643","NY 1078 5322","NY15","CA7 4BL","IO84HU"
"B/G-0122","ROC Post Cockermouth","ROC Bunker","Cumbria","54.682623","-3.366755","NY 1198 3281","NY13","CA13 0NY","IO84HQ"
"B/G-0123","ROC Post Kirkbride","ROC Bunker","Cumbria","54.91324","-3.205146","NY 2284 5828","NY25","CA7 5AA","IO84JV"
"B/G-0124","ROC Post Bassenthwaite","ROC Bunker","Cumbria","54.684596","-3.197275","NY 2291 3283","NY23","CA12 4RJ","IO84JQ"
"B/G-0125","ROC Post Wigton","ROC Bunker","Cumbria","54.832187","-3.167389","NY 2511 4922","NY24","CA7 9DH","IO84JT"
"B/G-0126","ROC Post Threlkeld","ROC Bunker","Cumbria","54.609913","-3.072453","NY 3083 2439","NY32","CA12 4RR","IO84LO"
"B/G-0127","ROC Post Caldbeck","ROC Bunker","Cumbria","54.742936","-3.029519","NY 3382 3915","NY33","CA7 8JJ","IO84LR"
"B/G-0128","ROC Post Dalston","ROC Bunker","Cumbria","54.826493","-2.966579","NY 3800 4839","NY34","CA5 7AG","IO84MT"
"B/G-0129","ROC Post Carlisle","ROC Bunker","Cumbria","54.923667","-2.963134","NY 3837 5920","NY35","CA6 4SQ","IO84MW"
"B/G-0130","ROC Post Greystoke","ROC Bunker","Cumbria","54.670752","-2.858829","NY 4471 3097","NY43","CA11 0UH","IO84NQ"
"B/G-0131","ROC Post Armathwaite","ROC Bunker","Cumbria","54.808557","-2.801071","NY 4861 4626","NY44","CA4 9TH","IO84OT"
"B/G-0132","ROC Post Penrith Master Post","ROC Bunker","Cumbria","54.654633","-2.770139","NY 5041 2911","NY52","CA11 0DR","IO84OP"
"B/G-0133","ROC Post Roadhead Master Post","ROC Bunker","Cumbria","55.065424","-2.753896","NY 5195 7481","NY57","CA6 6NP","IO85OB"
"B/G-0134","ROC Post Brampton","ROC Bunker","Cumbria","54.935147","-2.734913","NY 5301 6030","NY56","CA8 1QJ","IO84PW"
"B/G-0135","ROC Post Culgaith","ROC Bunker","Cumbria","54.658922","-2.599705","NY 6141 2948","NY62","CA10 1DN","IO84QP"
"B/G-0136","ROC Post Alston","ROC Bunker","Cumbria","54.80998","-2.432815","NY 7228 4621","NY74","CA9 3TQ","IO84ST"
"B/G-0137","ROC Post Bootle","ROC Bunker","Cumbria","54.291175","-3.377418","SD 1044 8927","SD18","LA19 5TJ","IO84HG"
"B/G-0138","ROC Post Eskdale","ROC Bunker","Cumbria","54.389257","-3.33321","NY 1252 0012","NY10","CA19 1TD","IO84IJ"
"B/G-0139","ROC Post Millom","ROC Bunker","Cumbria","54.200836","-3.263419","SD 1768 7908","SD17","LA18 4JY","IO84IE"
"B/G-0140","ROC Post Sedbergh","ROC Bunker","Cumbria","54.325057","-2.521342","SD 6619 9229","SD69","LA10 5AN","IO84RH"
"B/G-0141","ROC Post Glossop","ROC Bunker","Derbyshire","53.448057","-1.935217","SK 0440 9459","SK09","SK13 7TL","IO93AK"
"B/G-0142","ROC Post Buxton Master Post","ROC Bunker","Derbyshire","53.277669","-1.869938","SK 0877 7564","SK07","SK17 8AE","IO93BG"
"B/G-0143","ROC Post Uttoxeter Master Post","ROC Bunker","Derbyshire","52.921661","-1.835309","SK 1117 3604","SK13","DE6 5LN","IO92BW"
"B/G-0144","ROC Post Hartington","ROC Bunker","Derbyshire","53.136551","-1.808032","SK 1294 5995","SK15","SK17 0AT","IO93CD"
"B/G-0145","ROC Post Hope","ROC Bunker","Derbyshire","53.313513","-1.791481","SK 1399 7964","SK17","SK17 8JD","IO93CH"
"B/G-0146","ROC Post Brassington","ROC Bunker","Derbyshire","53.093795","-1.661134","SK 2279 5523","SK25","DE4 4HN","IO93EC"
"B/G-0147","ROC Post Baslow","ROC Bunker","Derbyshire","53.246819","-1.641345","SK 2403 7226","SK27","DE45 1RL","IO93EF"
"B/G-0148","ROC Post Church Gresley","ROC Bunker","Derbyshire","52.757722","-1.587584","SK 2793 1787","SK21","DE11 9ES","IO92ES"
"B/G-0149","ROC Post Hulland","ROC Bunker","Derbyshire","53.014359","-1.584695","SK 2796 4642","SK24","DE56 2LT","IO93EA"
"B/G-0150","ROC Post Etwall","ROC Bunker","Derbyshire","52.88625","-1.581461","SK 2826 3217","SK23","DE65 6HY","IO92FV"
"B/G-0151","ROC Post Ambergate Master Post","ROC Bunker","Derbyshire","53.055806","-1.472996","SK 3542 5108","SK35","DE56 2GS","IO93GB"
"B/G-0152","ROC Post Ashover Master Post","ROC Bunker","Derbyshire","53.168855","-1.46533","SK 3584 6366","SK36","S45 0BB","IO93GE"
"B/G-0153","ROC Post Melbourne","ROC Bunker","Derbyshire","52.821036","-1.459961","SK 3649 2497","SK32","DE73 7NF","IO92GT"
"B/G-0154","ROC Post Ripley Site 2","ROC Bunker","Derbyshire","53.050374","-1.425623","SK 386 505","SK35","DE5 3GH","IO93GB"
"B/G-0155","ROC Post Spondon","ROC Bunker","Derbyshire","52.936858","-1.393351","SK 4087 3789","SK43","DE21 7BW","IO92HW"
"B/G-0156","ROC Post Staveley","ROC Bunker","Derbyshire","53.278386","-1.347886","SK 4358 7591","SK47","S43 3YG","IO93HG"
"B/G-0157","ROC Post Whitwell","ROC Bunker","Derbyshire","53.286884","-1.207503","SK 5293 7695","SK57","S80 4SS","IO93JG"
"B/G-0160","ROC Post Holsworthy","ROC Bunker","Devon","50.810727","-4.343503","SS 3499 0386","SS30","EX22 6JN","IO70TT"
"B/G-0161","ROC Post Horns Cross","ROC Bunker","Devon","50.9889","-4.316274","SS 3753 2361","SS32","EX39 5EA","IO70UX"
"B/G-0162","ROC Post Woolacombe","ROC Bunker","Devon","51.162702","-4.16864","SS 4846 4262","SS44","EX34 7HN","IO71VD"
"B/G-0163","ROC Post Great Torrington","ROC Bunker","Devon","50.997031","-4.095345","SS 5306 2405","SS52","EX31 3PS","IO70WX"
"B/G-0165","ROC Post Hatherleigh","ROC Bunker","Devon","50.845234","-4.069357","SS 5441 0712","SS50","EX20 3QB","IO70XU"
"B/G-0166","ROC Post Shirwell","ROC Bunker","Devon","51.144208","-4.052251","SS 5654 4033","SS54","EX31 4HS","IO71XD"
"B/G-0167","ROC Post High Bickington","ROC Bunker","Devon","50.965135","-3.990797","SS 6030 2030","SS62","EX37 9EJ","IO80AX"
"B/G-0168","ROC Post Winkleigh Master Post","ROC Bunker","Devon","50.867856","-3.962488","SS 6200 0943","SS60","EX19 8EZ","IO80AU"
"B/G-0169","ROC Post South Molton","ROC Bunker","Devon","51.005798","-3.836312","SS 7126 2454","SS72","EX36 4LB","IO81BA"
"B/G-0170","ROC Post Witheridge","ROC Bunker","Devon","50.888265","-3.753913","SS 7673 1133","SS71","EX17 4TH","IO80CV"
"B/G-0171","ROC Post Stockleigh Pomeroy Master Post","ROC Bunker","Devon","50.816955","-3.583724","SS 8853 0313","SS80","EX17 1BE","IO80ET"
"B/G-0172","ROC Post Tiverton","ROC Bunker","Devon","50.894096","-3.524485","SS 9288 1162","SS91","EX16 8JR","IO80FV"
"B/G-0173","ROC Post Kentisbeare","ROC Bunker","Devon","50.854722","-3.347882","ST 0522 0700","ST00","EX15 2BU","IO80HU"
"B/G-0174","ROC Post Feniton","ROC Bunker","Somerset","51.155814","-3.282567","ST 1040 4040","ST14","TA4 4ED","IO81ID"
"B/G-0175","ROC Post Tavistock","ROC Bunker","Devon","50.57495","-4.154659","SX 4753 7724","SX47","PL19 0JN","IO70WN"
"B/G-0176","ROC Post Sharpitor","ROC Bunker","Devon","50.512217","-4.037266","SX 5565 7003","SX57","PL20 6PE","IO70XM"
"B/G-0177","ROC Post Holbeton","ROC Bunker","Devon","50.322815","-3.963125","SX 6035 4883","SX64","PL8 1JQ","IO80AH"
"B/G-0178","ROC Post Gara Bridge","ROC Bunker","Devon","50.366104","-3.741334","SX 7625 5325","SX75","TQ9 7JL","IO80DI"
"B/G-0179","ROC Post Start Point","ROC Bunker","Devon","50.229196","-3.662732","SX 8150 3790","SX83","TQ7 2ET","IO80EF"
"B/G-0180","ROC Post Strete","ROC Bunker","Devon","50.310789","-3.636223","SX 8359 4693","SX84","TQ6 0SF","IO80EH"
"B/G-0181","ROC Post Torquay","ROC Bunker","Devon","50.518188","-3.516317","SX 9260 6981","SX96","TQ1 4FX","IO80FM"
"B/G-0182","ROC Post Teignmouth","ROC Bunker","Devon","50.566042","-3.529686","SX 9176 7515","SX97","TQ14 9NY","IO80FN"
"B/G-0183","ROC Post Farway Common","ROC Bunker","Devon","50.781941","-3.17585","SY 1720 9870","SY19","EX14 9TU","IO80JS"
"B/G-0184","ROC Post Seaton","ROC Bunker","Devon","50.715","-3.086636","SY 2338 9116","SY29","EX12 2TH","IO80KR"
"B/G-0188","ROC Post Croyde","ROC Bunker","Devon","51.122599","-4.23507","SS 4368 3830","SS43","EX33 1QE","IO71VC"
"B/G-0189","ROC Post Barnstaple","ROC Bunker","Devon","51.047935","-4.02388","SS 5823 2957","SS52","EX32 0BU","IO71XB"
"B/G-0190","ROC Post Combe Martin","ROC Bunker","Devon","51.184117","-3.964447","SS 6280 4460","SS64","EX31 4PJ","IO81AE"
"B/G-0191","ROC Post Lynton Master Post","ROC Bunker","Devon","51.218842","-3.824875","SS 7265 4821","SS74","EX35 6LD","IO81CF"
"B/G-0192","ROC Post Bow","ROC Bunker","Devon","50.81053","-3.797414","SS 7346 0276","SS70","EX17 6ED","IO80CT"
"B/G-0193","ROC Post Bampton","ROC Bunker","Devon","50.959006","-3.462675","SS 9737 1875","SS91","EX16 7RZ","IO80GX"
"B/G-0194","ROC Post Axminster","ROC Bunker","Devon","50.79643","-3.01176","ST 2879 0014","ST20","EX13 7JG","IO80LT"
"B/G-0195","ROC Post Bere Alston","ROC Bunker","Devon","50.466396","-4.178466","SX 4549 6522","SX46","PL20 7JE","IO70VL"
"B/G-0196","ROC Post Plymstock","ROC Bunker","Devon","50.346767","-4.110436","SX 4994 5178","SX45","PL9 9SP","IO70WI"
"B/G-0197","ROC Post Lydford","ROC Bunker","Devon","50.651146","-4.084581","SX 5273 8557","SX58","EX20 4BA","IO70WP"
"B/G-0198","ROC Post Plympton","ROC Bunker","Devon","50.401756","-4.06855","SX 5309 5781","SX55","PL7 4QG","IO70XJ"
"B/G-0199","ROC Post Okehampton","ROC Bunker","Devon","50.727028","-4.070944","SX 5393 9398","SX59","EX20 4ND","IO70XR"
"B/G-0200","ROC Post Modbury Master Post","ROC Bunker","Devon","50.377086","-3.862552","SX 6766 5468","SX65","PL21 0HL","IO80BJ"
"B/G-0201","ROC Post Malborough","ROC Bunker","Devon","50.252144","-3.812224","SX 7090 4070","SX74","TQ7 3EG","IO80CG"
"B/G-0202","ROC Post Drewsteignton","ROC Bunker","Devon","50.703525","-3.825183","SX 7121 9091","SX79","EX6 6PE","IO80CQ"
"B/G-0203","ROC Post Moretonhampstead","ROC Bunker","Devon","50.646907","-3.781826","SX 7412 8454","SX78","TQ13 8RD","IO80CP"
"B/G-0204","ROC Post Ashburton","ROC Bunker","Devon","50.500841","-3.758695","SX 7537 6826","SX76","TQ13 7NG","IO80CM"
"B/G-0205","ROC Post Manaton","ROC Bunker","Devon","50.590408","-3.747479","SX 7640 7820","SX77","TQ13 9XJ","IO80DO"
"B/G-0206","ROC Post Christow","ROC Bunker","Devon","50.634631","-3.656918","SX 8292 8297","SX88","EX6 7RH","IO80EP"
"B/G-0207","ROC Post Newton Abbot","ROC Bunker","Devon","50.510324","-3.632534","SX 8434 6911","SX86","TQ12 6BZ","IO80EM"
"B/G-0208","ROC Post Paignton","ROC Bunker","Devon","50.436494","-3.625487","SX 8466 6089","SX86","TQ3 3YG","IO80EK"
"B/G-0209","ROC Post Exminster","ROC Bunker","Devon","50.648156","-3.543102","SX 9100 8430","SX98","EX6 7XU","IO80FP"
"B/G-0210","ROC Post Brixham","ROC Bunker","Devon","50.399143","-3.486315","SX 9446 5653","SX95","TQ5 9AP","IO80GJ"
"B/G-0211","ROC Post Pinhoe Master Post","ROC Bunker","Devon","50.730266","-3.422805","SX 9968 9326","SX99","EX5 2BD","IO80GR"
"B/G-0212","ROC Post Exmouth","ROC Bunker","Devon","50.623557","-3.351439","SY 0450 8130","SY08","EX9 7AN","IO80HO"
"B/G-0213","ROC Post Yetminster Master Post","ROC Bunker","Dorset","50.890339","-2.570348","ST 5998 1025","ST51","DT9 6NL","IO80RV"
"B/G-0214","ROC Post Evershot","ROC Bunker","Dorset","50.822512","-2.55646","ST 6090 0270","ST60","DT2 9PW","IO80RT"
"B/G-0215","ROC Post Buckland Newton Master Post","ROC Bunker","Dorset","50.843542","-2.455867","ST 6800 0499","ST60","DT2 7BT","IO80SU"
"B/G-0216","ROC Post East Stour","ROC Bunker","Dorset","51.011592","-2.327086","ST 7715 2363","ST72","SP8 5EE","IO81UA"
"B/G-0217","ROC Post Sturminster Newton","ROC Bunker","Dorset","50.91401","-2.299232","ST 7906 1277","ST71","DT10 2HJ","IO80UV"
"B/G-0218","ROC Post Fontmell Magna","ROC Bunker","Dorset","50.96225","-2.195311","ST 8638 1811","ST81","SP7 0JH","IO80VX"
"B/G-0219","ROC Post Blandford Forum","ROC Bunker","Dorset","50.846628","-2.182328","ST 8726 0525","ST80","DT11 0DS","IO80VU"
"B/G-0220","ROC Post Sixpenny Handley","ROC Bunker","Dorset","50.956838","-2.00721","ST 9959 1749","ST91","SP5 5SA","IO80XW"
"B/G-0221","ROC Post Witchampton","ROC Bunker","Dorset","50.850368","-1.995261","SU 0043 0565","SU00","BH21 5AA","IO90AU"
"B/G-0222","ROC Post Verwood","ROC Bunker","Dorset","50.886988","-1.872144","SU 0909 0973","SU00","BH31 7PQ","IO90BV"
"B/G-0223","ROC Post Burton Bradstock","ROC Bunker","Dorset","50.713681","-2.738168","SY 4798 9071","SY49","DT6 4PS","IO80PR"
"B/G-0224","ROC Post Abbotsbury","ROC Bunker","Dorset","50.674151","-2.623765","SY 5602 8624","SY58","DT3 4JY","IO80QQ"
"B/G-0225","ROC Post Dorchester","ROC Bunker","Dorset","50.718462","-2.453944","SY 6805 9108","SY69","DT1 2PW","IO80SR"
"B/G-0226","ROC Post Portland Bill","ROC Bunker","Dorset","50.539602","-2.451801","SY 6808 7119","SY67","DT5 2AQ","IO80SM"
"B/G-0227","ROC Post Preston","ROC Bunker","Dorset","50.636059","-2.413415","SY 7086 8190","SY78","DT3 6PR","IO80TP"
"B/G-0228","ROC Post West Lulworth","ROC Bunker","Dorset","50.618973","-2.25721","SY 8190 7995","SY87","BH20 5RS","IO80UO"
"B/G-0229","ROC Post Bere Regis","ROC Bunker","Dorset","50.751721","-2.203788","SY 8572 9470","SY89","BH20 7JL","IO80VS"
"B/G-0230","ROC Post Wareham","ROC Bunker","Dorset","50.676408","-2.100431","SY 9300 8631","SY98","BH20 5BD","IO80WQ"
"B/G-0231","ROC Post Worth Matravers","ROC Bunker","Dorset","50.605046","-2.023546","SY 9843 7837","SY97","BH19 3LB","IO80XO"
"B/G-0232","ROC Post Canford Cliffs","ROC Bunker","Dorset","50.700795","-1.92182","SZ 0560 8900","SZ08","BH13 7JE","IO90AQ"
"B/G-0233","ROC Post Castleside","ROC Bunker","County Durham","54.830091","-1.867653","NZ 0860 4837","NZ04","DH8 9AD","IO94BT"
"B/G-0234","ROC Post Pit House","ROC Bunker","County Durham","54.75365","-1.689224","NZ 2010 3990","NZ23","DL15 9AS","IO94DS"
